,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23
Ticker,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX,MID_PX
MUFG 8.2 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
F 4.95 03/20/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.36919,99.33038,100.4343,89.90638,98.09933,94.32137,87.09554,90.23775,94.42461,83.73984,86.50686
BANGAN 4 7/8 04/21/25,108.2375,107.5514,94.61538,98.2152,102.3603,105.4726,105.376,105.0278,103.9501,104.886,106.4775,108.7732,107.5704,107.9658,106.3551,106.7362,105.1345,105.1147,104.719,104.9272,104.828,104.0746,103.836,103.7964,102.3816,100.6006,99.43813,98.44608,97.27848,95.11193,94.70704,97.25703,95.05593,93.14798,94.93835,96.14487,97.49396
RBLX 3 7/8 05/01/30,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.0738,101.2214,96.8345,95.3437,93.40253,85.82135,89.75915,81.55798,88.0761,83.61295,80.83798,82.54523,82.00517,78.10766,83.94055
JSWINI 4.95 01/21/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.51691,97.56925,95.32796,89.54426,86.52353,78.56078,84.50265,83.11681,78.2952,75.16232,85.27475,85.69414,89.06544
AGRO 6 09/21/27,100.8508,100.0132,78.11115,86.04698,89.51157,94.12894,97.34599,102.2405,98.1831,100.7497,104.9005,105.3703,105.3476,105.4464,104.1581,105.1531,105.7138,105.758,105.9955,105.4755,104.8346,104.1897,102.6687,103.4916,102.532,100.0826,100.4026,98.39445,97.16293,91.85636,91.13801,94.41146,91.51186,90.58656,93.70499,94.85882,96.24813
CNC 4 1/4 12/15/27,104.4762,103.572,99.11414,104.975,104.628,103.4323,106.7612,105.1978,104.4163,105.039,106.1651,106.4871,105.9936,104.433,105.0052,105.1418,105.2571,105.6764,105.7168,105.7931,104.8606,104.8514,103.7769,104.8444,102.8735,102.4224,100.4308,96.7989,99.8168,94.15458,98.62263,95.01549,90.94047,92.51554,94.21599,93.91191,95.86514
SATS 5 1/4 08/01/26,108.8516,109.6557,99.91913,105.6103,103.7426,103.5846,109.9444,109.633,106.5014,107.5135,110.2731,110.8019,111.0174,111.1317,110.5613,110.4064,111.403,112.3453,112.0502,113.4314,112.8788,111.8097,109.6178,109.9159,106.5687,102.8478,102.2226,98.03239,99.95162,92.62877,101.5233,95.36062,92.49122,95.53412,96.1536,96.04395,97.63416
TWX 7.7 05/01/32,146.7157,146.1322,129.2307,143.4918,141.2479,140.963,142.7368,140.4806,141.0378,137.8135,138.181,138.9294,135.5898,132.4341,129.7994,130.7656,134.2068,136.0461,137.217,136.0417,134.7491,134.8442,134.8636,135.2168,130.888,130.3988,125.4075,116.9738,117.3746,111.9397,115.8831,113.0836,103.0012,100.7243,109.4046,104.7037,108.2706
UGPABZ 5 1/4 06/06/29,107.9363,107.2721,80.46493,92.07674,95.77084,101.5952,100.7067,103.7718,103.9791,105.0818,109.5402,111.6637,109.1708,107.6293,103.6534,105.1246,105.7922,108.0702,108.6413,108.4628,106.8421,103.64,102.1037,103.7651,102.3768,99.17912,98.93277,98.3355,95.42069,91.37389,91.77955,97.078,95.26955,94.97668,95.55811,94.97736,95.5369
GMRLIN 4 3/4 02/02/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.2587,100.3649,98.30029,100.6182,101.898,99.80105,100.8018,100.1048,101.1948,99.7117,99.89194,97.34169,97.40337,96.22656,96.0904,94.91226,91.75769,90.47895,93.25425,89.60941,88.06478,92.25136,93.31139,94.17406
BHARTI 3.975 PERP,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.358,100.854,100.442,100.342,99.246,100.942,101.083,101.117,100.794,100.558,98.344,95.448,92.833,91.921,91.82,83.875,83.497,86.517,82.479,78.87,85.795,87.912,90.809
HEP 5 02/01/28,#N/A N/A,#N/A N/A,83.4988,90.94925,98.55577,95.57029,98.06042,99.55441,97.91486,93.91974,98.02705,101.2084,100.9341,101.0143,100.9369,103.2862,102.4126,102.4266,101.7124,101.6825,101.3435,100.4295,99.67035,100.6222,97.66098,96.58033,94.92056,95.04234,93.98402,86.19286,93.01852,92.32719,88.17942,90.886,92.13856,91.56059,93.50746
BVTSJ 3 5/8 09/23/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.2914,100.5186,98.70213,99.80432,98.81763,96.28014,93.9127,91.95094,90.52751,88.14109,89.24439,91.82057,84.86573,85.15336,90.01321,90.23007,92.2078
ST 4 04/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.9341,100.5847,100.3302,101.5481,102.6441,103.2813,103.0235,99.89654,102.0842,102.2168,98.95667,95.42939,94.98975,89.33105,94.07915,86.16077,91.26022,87.23963,83.06601,84.16082,88.3903,86.67432,89.63873
CHTR 3 3/4 02/15/28,105.2574,106.2722,99.05091,107.5898,108.3359,109.1701,112.2428,111.7188,110.8329,110.4974,112.251,112.3319,111.1262,109.7046,108.4554,108.4175,109.0099,110.4426,111.2729,110.6905,109.5964,108.8705,107.7289,107.3577,104.2233,102.5004,99.13937,94.97759,94.81715,92.18845,94.53971,92.5677,88.69738,88.09029,91.36647,90.66718,93.22652
AGROSU 4.6 01/20/32,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.6202,97.17558,96.61238,90.37593,87.63801,86.77472,86.49814,84.86031,81.25779,81.84838,85.47948,88.46227,89.96212
CLH 6 3/8 02/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,101.9499
MSCI 3 1/4 08/15/33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.0497,101.5537,100.5441,100.7756,101.5522,94.42497,94.29884,90.42616,84.05143,86.34373,81.77331,86.97033,80.39348,75.90652,78.36316,80.12693,78.09532,82.38603
TRN 7 3/4 07/15/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
MCAIRH 8 1/8 03/30/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
CPN 5 1/4 06/01/26,103.2979,99.52802,95.21986,101.7533,103.9151,101.7259,104.2045,104.3598,104.0682,103.7018,103.9586,103.9358,103.7584,103.7177,102.91,102.7867,103.2471,102.9763,103.0125,103.0438,102.9106,102.8364,102.9266,102.7922,102.6006,101.4852,100.7721,99.17564,97.94965,96.16373,99.67275,97.39099,93.99249,95.50813,96.36535,95.30371,96.98098
OXY 7.73 09/15/2096,147.0682,141.4298,88.31139,77.64993,73.92967,85.50127,102.0222,98.04806,91.72759,90.6665,102.3619,106.6292,117.5058,120.2651,111.0567,111.5891,111.712,113.9439,114.9222,116.5142,121.077,123.5584,121.0874,122.9538,115.2528,111.7378,111.736,110.4492,110.1718,105.9662,107.0979,108.7412,105.2385,105.5607,105.3455,103.1202,107.6012
CQP 4 03/01/31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.135,101.9281,103.6271,104.7212,105.7638,105.5635,105.1897,104.1489,102.4184,105.7361,99.71147,98.81139,97.18014,91.03005,92.91861,85.55566,92.36472,87.52367,83.54039,84.4987,88.01578,85.50683,89.8334
GMRLIN 4 1/4 10/27/27,96.54323,97.01569,82.13606,79.27787,83.17836,88.27785,89.34385,89.14716,88.77952,89.96933,93.47833,96.36131,96.66792,97.41767,95.50968,93.71634,96.11943,97.49161,95.61947,96.72023,96.12452,96.85915,96.84197,96.87881,93.6417,92.9078,91.40225,91.14402,89.11737,85.29154,83.64173,86.57296,81.47144,79.3726,85.8315,86.59499,88.06548
VENTGL 3 7/8 11/01/33,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.9723,106.3137,99.66231,96.21315,95.16779,87.25088,90.62772,82.52742,87.46674,83.17556,78.3875,80.68327,82.07024,81.87578,84.44037
F 6.45 08/20/27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
F 3.95 08/20/27,98.53231,96.75803,84.30167,89.45039,73.2464,77.5387,85.44463,92.43089,92.41586,91.52139,95.25405,98.49054,99.10153,98.58174,98.8227,98.81915,99.13974,99.18887,99.31111,100.302,100.5294,99.91095,99.90037,99.21881,99.22305,99.06841,98.34421,95.58756,93.0779,90.08445,90.17992,89.98672,88.12305,87.15332,86.86595,88.50764,89.83496
MTB 8.29 04/15/28,100.3752,100.3665,100.3952,99.47269,99.49529,100.2353,100.4839,100.489,100.7242,100.4913,99.99023,100.7212,100.7066,100.3188,100.6756,99.85017,100.2359,100.9665,101.4992,101.6708,101.718,101.8692,101.8084,101.9674,101.8456,101.7723,101.362,100.8227,98.70896,96.24815,97.23866,94.6076,91.74059,87.14097,89.81299,99.20747,101.4706
MONDFI 5 1/8 05/07/29,104.2658,105.5152,86.11314,94.73911,97.91666,99.63927,100.9554,101.0739,102.0365,102.4623,105.9099,105.4624,101.323,102.5135,100.6258,101.1204,100.2531,100.4976,99.42825,100.5838,100.1919,99.77862,97.13063,97.35963,92.14415,87.78817,89.97923,89.59593,87.44122,81.11938,82.25796,82.62894,78.54053,70.24757,86.07767,84.2939,89.92764
SHFLIN 4.15 07/18/25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,96.94061,96.11652,95.50371,91.91382,90.51179,88.03715,89.92435,91.85226,89.55466,87.20623,91.07281,92.69972,93.28971
UCGIM 5.459 06/30/35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,103.8699,101.6944,101.8027,109.5049,110.0005,107.9164,108.5298,106.5582,107.2823,108.2159,108.7738,110.3471,110.9394,110.5002,109.5857,108.6642,108.957,104.6427,99.08379,95.57783,90.45891,89.82817,82.81472,84.19958,80.48737,74.96106,74.57308,80.19176,81.54235,87.49169
CNC 3 3/8 02/15/30,#N/A N/A,100.2497,93.09612,100.784,101.6876,99.82956,106.2463,104.3887,103.3492,103.66,105.5429,105.5217,104.7442,103.1478,100.4364,100.6109,101.1362,104.5386,104.6078,104.6779,103.7704,102.8308,100.5286,102.4891,98.61543,96.4635,94.06044,89.10703,91.2652,85.66981,91.26911,86.02167,81.74519,82.93471,86.06484,84.7825,88.10564
CHK 5 7/8 02/01/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,107.1673,105.5866,107.7389,108.0918,108.0558,107.0359,106.5421,106.9415,106.6622,105.9539,107.161,104.4797,102.8264,102.7874,98.99328,102.7439,96.02661,100.1205,96.28152,93.21964,95.04779,96.64192,95.05225,95.98585
NEP 4 1/4 07/15/24,105.0746,101.3832,97.87887,101.7684,103.7449,101.3024,106.5845,106.651,104.1769,104.6255,105.8138,106.32,106.0487,105.973,105.2366,106.2787,106.0104,105.4967,105.6358,105.4551,106.1231,105.7211,103.5848,103.7762,103.0012,101.7389,101.1919,99.27563,100.5524,96.51607,99.30149,96.75787,95.85814,97.34005,96.95718,96.83762,98.04834
ENDENR 5 3/4 01/30/28,104.6192,98.52264,68.21573,88.83298,97.90392,96.07683,103.4691,102.1172,100.5405,104.4919,106.4433,107.3851,106.3524,106.1975,106.3977,106.7728,106.0273,106.8408,105.3007,105.4701,105.5344,105.1793,104.118,106.7011,103.7213,103.7695,103.3458,100.1476,102.0945,95.17586,100.681,98.63536,95.73647,97.47102,98.6678,95.74704,98.61073
F 3.85 07/20/27,97.77962,95.51474,81.25636,66.01254,73.38515,75.23546,88.84132,88.17249,86.33845,87.61317,98.17988,98.44722,98.49238,96.90638,97.20634,97.82616,98.68022,98.75198,99.50502,100.5166,100.2003,99.9441,99.36442,99.16328,99.16273,98.67314,97.41762,95.39659,91.4537,89.89909,90.18639,89.89376,88.51612,86.83511,86.62747,89.08895,89.92324
THEMET 4.349 10/01/32,111.0595,112.7688,102.1905,102.5601,91.18207,88.34337,87.18678,87.94817,89.22806,86.86045,90.09081,98.72699,99.71806,98.40987,104.2466,101.99,101.6273,101.1874,101.1182,98.20696,100.1517,103.6479,105.4089,105.4172,98.47111,95.15224,100.3994,93.01217,86.9153,85.36686,85.93081,93.3624,90.61826,88.80957,91.24332,90.56603,77.6759
F 6.85 06/20/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
BERY 4 1/2 02/15/26,101.6245,99.10239,97.13518,98.82058,101.0611,98.39611,102.8596,101.9635,101.3899,101.8043,102.6758,102.5745,102.4766,102.2092,102.4489,102.5253,102.5152,102.4974,102.198,101.914,101.77,101.84,101.9225,101.5007,100.9242,100.2688,100.2658,98.83205,96.92725,93.59933,97.36689,96.28543,93.05296,93.66604,96.0857,96.27875,97.12488
F 7.45 11/20/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.76153,99.73907,101.0765
F 2.7 05/20/26,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.3325,100.0408,100.5441,99.4128,98.87778,99.18892,98.86301,98.50993,97.56046,94.90325,93.45784,91.34407,88.77594,87.06556,87.53995,88.13646,85.84103,84.99858,85.07835,87.14772,89.14989
RDEDOR 4.95 01/17/28,105.6379,103.4278,90.58981,90.34857,90.75056,94.71245,97.29923,102.7902,101.7421,103.147,106.4057,107.7517,106.0396,105.2954,102.9568,103.8001,105.63,107.6595,106.4061,106.6752,105.4564,102.915,99.23294,101.9514,100.2806,98.51762,97.87088,94.06924,93.83371,91.95885,93.654,94.25684,88.57938,89.3278,91.7537,92.52564,92.81828
F 2.15 06/20/24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.85414,100.4501,99.31371,99.67014,99.7037,99.20493,99.19349,98.5,98.16961,96.22843,94.76306,93.4482,92.84474,92.64671,93.69827,92.46072,93.02747,92.95267,93.76718,94.33881
LADR 4 1/4 02/01/27,#N/A N/A,95.47066,80.32686,73.1885,83.59071,80.32417,84.66393,91.65458,87.36073,86.13582,92.17005,98.5646,96.999,97.46539,98.12309,98.55196,98.15417,99.98724,99.87592,100.778,99.515,99.95377,99.74103,100.3819,97.20759,97.62177,96.02068,92.71193,89.15194,81.84636,86.79787,87.23338,81.10648,84.51256,87.65799,85.44903,88.41256
BRADES 4 3/8 03/18/27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,102.3938,100.9776,100.5068,97.62822,97.86129,94.93484,96.80738,96.97958,93.6323,93.22932,94.79226,95.95203,96.82285
VICI 5 3/4 02/01/27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,100.4361,96.08685,99.50372,98.41077,94.68384,94.48447,97.85765,98.53329,99.31104
APC 6.45 09/15/36,127.6688,123.2686,51.20323,52.48796,65.66644,81.22058,83.98191,87.6831,87.08274,82.03218,93.05613,97.26418,99.78569,101.6873,104.7587,105.062,106.0522,107.6,108.9407,109.3727,109.3808,111.5687,111.1234,112.2007,113.076,106.3526,107.4586,106.2724,101.9886,101.0832,100.7904,101.868,99.37982,97.97317,99.12483,98.48149,100.2695
RTL 4 1/2 09/30/28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.44469,100.524,96.47023,93.79409,90.4623,85.33244,84.77236,79.61695,81.07792,80.09758,74.71021,73.44397,77.7763,73.83974,76.93785
BLD 3 5/8 03/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,97.71054,99.46299,99.4212,99.09086,99.81503,99.65321,101.0223,100.678,100.0477,100.7448,97.37527,94.45268,91.40788,87.39301,88.32044,80.81395,88.71423,84.18448,78.91793,79.60317,82.29814,82.08574,85.55962
AES 4.35 04/15/29,99.47793,93.97518,96.07957,97.1703,100.8666,102.1998,104.4649,106.7148,109.2336,110.2551,112.8499,112.3712,111.1125,108.4099,106.4936,107.4565,108.4198,108.2384,110.2111,108.9605,109.7663,108.9631,107.8455,105.6034,102.6767,97.5038,98.07516,93.00511,90.7543,87.81007,91.98862,88.25549,83.52807,85.61622,89.70796,89.97554,92.28571
CHTR 6.484 10/23/45,129.8331,128.7217,122.5969,131.3659,129.9951,133.6982,141.3496,134.3161,134.1178,135.1013,142.5308,142.1001,136.5994,133.9192,131.2559,132.5666,132.0712,138.2458,141.0178,139.8228,135.9721,138.0047,136.3974,137.2036,126.0687,119.3877,114.3323,101.1519,103.6882,97.55989,101.213,95.52003,88.48373,88.57317,94.76155,90.73299,98.26901
TPX 4 04/15/29,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,99.47445,101.3014,100.0661,101.6026,102.8765,103.0105,103.2698,101.8244,99.36107,102.1918,96.48248,94.46608,91.47372,86.51829,86.89032,80.64931,86.04095,82.79002,79.01459,81.11276,84.40949,84.14677,87.68977
F 4.85 11/20/29,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,100.9824,99.87073,98.39967,98.39967,98.39967,98.39967,98.39967,98.39967,98.39967,98.39967,98.39967,98.39967
UGPABZ 5 1/4 10/06/26,108.6361,107.6057,89.03022,93.72795,98.14337,103.398,104.8684,107.7473,106.9304,108.0801,110.2854,111.9853,111.0871,109.5458,107.0042,108.601,110.1403,110.6362,110.6574,110.6746,109.7612,106.4749,104.9551,105.892,104.6695,103.0416,101.6373,101.8478,100.7173,100.5381,99.86926,98.90556,96.54531,96.90755,97.44127,96.35464,97.73709
QBRCN 5 1/8 04/15/27,105.8837,104.1655,101.5189,105.3304,105.2577,104.3549,106.4829,106.5322,105.182,106.3387,106.6729,106.2815,105.9004,105.326,105.5686,105.7621,105.0352,104.6773,104.7338,104.1789,103.9668,103.8526,104.042,103.4939,102.9253,101.5054,101.2206,98.33643,97.15479,94.38618,97.38026,93.83636,92.11723,94.73624,95.78268,94.69522,96.55507
GMRLIN 5 3/8 04/10/24,103.6973,104.7362,95.41399,88.17422,92.31072,96.70158,97.40826,97.83997,98.53998,99.19255,100.9643,102.1816,102.5793,103.31,102.8408,102.2148,102.9424,103.7477,102.207,103.0946,102.5407,102.4394,102.4223,103.0645,101.492,101.6827,100.7554,100.5081,99.59232,97.45829,97.25041,97.66705,96.58784,96.16957,98.65887,98.72073,99.29382
